basis_kind,method,budget,cells,model_queries,mean_reference_rate,rmse,mc_rmse,mae,rmse_ratio_vs_mc,effective_mc_multiplier
sklearn_sdl,output_comp,64,12,12,0.0059,0.0061278818359618535,0.007571300740784485,0.0041497613088237245,0.8093565485984018,1.526582325925848
sklearn_sdl,pca_comp,64,12,12,0.0059,0.0064307521955299365,0.007571300740784485,0.004217195947303552,0.8493589695743121,1.3861730309252924
sklearn_sdl,internal,64,12,12,0.0059,0.0064857650352681435,0.007571300740784485,0.004751740447647369,0.8566249390056766,1.3627574727911769
sklearn_sdl,random_comp,64,12,12,0.0059,0.007154643212389282,0.007571300740784485,0.005316607896653278,0.9449688312933093,1.1198633507242644
sklearn_sdl,mc,64,12,12,0.0059,0.007571300740784485,0.007571300740784485,0.0061671296296296205,1.0,1.0
sklearn_sdl,output_active,64,12,12,0.0059,0.008054892202172342,0.007571300740784485,0.005605863380873036,1.0638716487357165,0.8835304651172909
sklearn_sdl,per_query_rf,64,12,12,0.0059,0.011187255712204051,0.007571300740784485,0.004518262035850193,1.4775870217308136,0.4580299366953145
sklearn_sdl,embedding_ase,64,12,12,0.0059,0.011565774042019247,0.007571300740784485,0.007838989679368255,1.5275808527480157,0.4285402195148608
sklearn_sdl,random_stratified,64,12,12,0.0059,0.011699186699329131,0.007571300740784485,0.007977848742291,1.545201689890467,0.4188221589129402
sklearn_sdl,embedding_comp,64,12,12,0.0059,0.01226198495338926,0.007571300740784485,0.003916681653492466,1.619534789753809,0.38125841378081715
sklearn_sdl,ase_output,64,12,12,0.0059,0.016196650666448792,0.007571300740784485,0.009397020654698931,2.1392163937171262,0.21851968398132485
sklearn_sdl,per_query_rf,128,12,12,0.0059,0.003978407953656853,0.007975749014228196,0.002838607040757671,0.49881308282891584,4.019058510476357
sklearn_sdl,internal,128,12,12,0.0059,0.004063595416145158,0.007975749014228196,0.0032021327040203506,0.5094938931623825,3.852317151031893
sklearn_sdl,input_concept_comp,128,12,12,0.0059,0.004609445251981058,0.007975749014228196,0.0031202540333524977,0.5779325858622331,2.993957530827951
