basis_kind,method,budget,cells,model_queries,mean_reference_rate,rmse,mae,mc_rmse,rmse_ratio_vs_mc,effective_mc_multiplier
sklearn_sdl,embedding_comp,2048,36,12,0.0059,0.0013839728238722406,0.001107232408778207,0.0014737677820549533,0.9390711621762373,1.1339737253597866
sklearn_sdl,mc,2048,36,12,0.0059,0.0014737677820549533,0.001086284722222222,0.0014737677820549533,1.0,1.0
sklearn_sdl,pca_comp,2048,36,12,0.0059,0.0015790729319358821,0.0010873591600091951,0.0014737677820549533,1.0714530139436866,0.8710713671310022
sklearn_sdl,ase_output,2048,36,12,0.0059,0.0017144039678683397,0.0012293416114570062,0.0014737677820549533,1.1632795809105383,0.738978477765018
sklearn_sdl,embedding_ase,2048,36,12,0.0059,0.0017308860591326099,0.0013308466427023474,0.0014737677820549533,1.1744632229096112,0.7249718711448716
sklearn_sdl,random_comp,2048,36,12,0.0059,0.0017706331737669578,0.0012512012908255062,0.0014737677820549533,1.2014329498356038,0.6927889036637063
sklearn_sdl,random_stratified,2048,36,12,0.0059,0.001869774827263176,0.0013544439862503577,0.0014737677820549533,1.26870382839829,0.6212687360022527
spd,embedding_comp,64,36,12,0.0059,0.0034833428437850175,0.0026594437717652078,0.0073394032644199195,0.4746084549777534,4.439448870029572
spd,per_query_rf,64,36,12,0.0059,0.004558540583086445,0.003471633370791044,0.0073394032644199195,0.6211050706513721,2.592208022670112
spd,input_concept_comp,64,36,12,0.0059,0.004798396879797067,0.0036830657764650365,0.0073394032644199195,0.6537856971368251,2.339532967440116
